These customisations will work on the main batch page.,Penyesuaian ini akan berfungsi di halaman batch utama.
This badge has not been assigned to any students yet,Lencana ini belum diberikan kepada siswa mana pun
This certificate does no expire,Sertifikat ini tidak memiliki masa berlaku
This class has ended,Kelas ini telah berakhir
This coupon has expired.,Kupon ini telah kedaluwarsa.
This coupon has reached its maximum usage limit.,Kupon ini telah mencapai batas maksimal penggunaan.
This course has:,Kursus ini memiliki:
This course is free.,Kursus ini gratis.
This description will be shown on lists and pages without meta description,Deskripsi ini akan ditampilkan pada daftar dan halaman tanpa deskripsi meta
This image will be shown on lists and pages that don't have an image by default,Gambar ini akan ditampilkan pada daftar dan halaman yang tidak memiliki gambar secara default
This lesson is locked,Pelajaran ini terkunci
This lesson is not available for preview. Please enroll in the course to access it.,Pelajaran ini tidak tersedia untuk pratinjau. Silakan mendaftar di kursus untuk mengaksesnya.
This lesson is not available for preview. Please join the course to access it.,Pelajaran ini tidak tersedia untuk pratinjau. Silakan bergabung dengan kursus untuk mengaksesnya.
This payment is for a certificate.,Pembayaran ini untuk sertifikat.
This site is being updated. You will not be able to make any changes. Full access will be restored shortly.,Situs ini sedang diperbarui. Anda tidak akan dapat melakukan perubahan apa pun. Akses penuh akan segera dipulihkan.
This will permanently delete the coupon and the code will no longer be valid.,Ini akan menghapus kupon secara permanen dan kode tidak lagi valid.
Thursday,Kamis
Time,Waktu
Time Preference,Preferensi Waktu
Time for a Quiz,Saatnya Kuis
Time in Video,Waktu dalam Video
Time in Video (minutes),Waktu dalam Video (menit)
Time in video exceeds the total duration of the video.,Waktu dalam video melebihi total durasi video.
Time must be in 24 hour format (HH:mm). Example 11:30 or 22:00,Waktu harus dalam format 24 jam (HH:mm). Contoh 11:30 atau 22:00
Time: ,Waktu: 
Timetable,Jadwal
Timetable Legends,Legenda Jadwal
Timetable Template,Templat Jadwal
Timezone,Zona waktu
Timezone is required for paid certificates.,Zona waktu diperlukan untuk sertifikat berbayar.
Timings:,Waktu:
Title,Judul
Title cannot be empty.,Judul tidak boleh kosong.
Title is required,Judul diperlukan
To,Untuk
To Date,Untuk Tanggal
"To join this batch, please contact the Administrator.","Untuk bergabung dalam batch ini, silakan menghubungi Administrator."
"Too many users signed up recently, so the registration is disabled. Please try back in an hour","Terlalu banyak pengguna mendaftar baru, sehingga pendaftaran dinonaktifkan. Silakan coba kembali dalam satu jam"
Total,Total
Total Marks,Nilai Total
Total Signups,Total Pendaftaran
Training Feedback,pelatihan Masukan
Transaction Details,Detail Transaksi
Transaction created successfully,Transaksi berhasil dibuat
Travel,Perjalanan
Try Again,Coba Lagi
Tuesday,Selasa
Twitter,Twitter
Twitter ID,ID Twitter
Type,Jenis
Type '/' for commands or select text to format,Ketik '/' untuk perintah atau pilih teks yang akan diformat
Type your answer,Ketikkan jawaban Anda
"UK Grading  (e.g. 1st, 2:2)","Penilaian Inggris (misalnya peringkat 1, 2:2)"
URL,URL
UUID,UUID
Unable to add member,Tidak dapat menambahkan anggota
Unable to create category,Tidak dapat membuat kategori
Unattempted Questions,Pertanyaan yang Belum Dicoba
Unavailability,Tidak tersedianya
Unavailability updated successfully,Ketidaktersediaan berhasil diperbarui
Unavailable From Date cannot be greater than Unavailable To Date,Tanggal Tidak Tersedia Mulai tidak boleh lebih besar dari Tanggal Tidak Tersedia Hingga Saat ini
Under Review,Sedang Ditinjau
Unpublished,Tidak diterbitkan
Unsplash,Hapus percikan
Unsplash Access Key,Hapus Kunci Akses
Unstructured Role,Peran Tidak Terstruktur
Upcoming,Mendatang
Upcoming Batches,Batch Mendatang
Upcoming Evaluations,Evaluasi Mendatang
Upcoming Live Classes,Kelas Langsung Mendatang
Update,Perbaruan
Update Password,Perbarui Kata Sandi
Updated On,Diperbarui Aktif
Upload,Mengunggah
Upload Assignment,Unggah Tugas
Upload File,Unggah Berkas
Uploading,Mengunggah
Usage Limit,Batas Penggunaan
Usage limit cannot be negative,Batas penggunaan tidak boleh negatif
Use HTML,Gunakan HTML
Use HTML content for the email response,Gunakan konten HTML untuk tanggapan email
User,Pengguna
User Category,Kategori Pengguna
User Field,Bidang Pengguna
User Image,Gambar Pengguna
User Input,Masukan Pengguna
User Skill,Keterampilan Pengguna
User does not have permission to access this user's profile details.,Pengguna tidak memiliki izin untuk mengakses detail profil pengguna ini.
Username,Nama pengguna
Users,Pengguna
Users Response,Respon Pengguna
Valid email and name required,Diperlukan email dan nama yang valid
Value,Nilai
Value Change,Perubahan Nilai
Video Embed Link,Tautan Penyematan Video
Video Statistics,Statistik Video
View Applications,Lihat Aplikasi
View Certificate,Lihat Sertifikat
View Resume,Lihat Lanjutkan
View all feedback,Lihat semua masukan
Violet,Ungu
Visit Website,Kunjungi Situs Web
Visit the following link to view your ,Kunjungi tautan berikut untuk melihat Anda
Visit your batch,Kunjungi kelompok Anda
Volunteering or Internship,Kesukarelaan atau Magang
Watch Time,Waktu Tonton
Watch Time (mins),Waktu Tonton (menit)
We are pleased to inform you that you have been enrolled in our upcoming batch. Congratulations!,Dengan senang hati kami informasikan kepada Anda bahwa Anda telah terdaftar pada angkatan kami yang akan datang. Selamat!
"We have a limited number of seats, and they won't be available for long!","Jumlah kursi kami terbatas, dan kursi tersebut tidak akan tersedia dalam waktu lama!"
We noticed that you started enrolling in the,Kami memperhatikan bahwa Anda mulai mendaftar di
Web Page,Halaman web
Web page added to sidebar,Halaman web ditambahkan ke sidebar
Wednesday,Rabu
What are Instructor Notes?,Apa itu Catatan Instruktur?
What best describes your role?,Apa yang paling menggambarkan peran Anda?
What is your use case for Frappe Learning?,Apa kasus penggunaan Anda untuk LMS?
"When a course gets submitted for review, it will be listed here.","Saat kursus dikirimkan untuk ditinjau, kursus tersebut akan dicantumkan di sini."
Where did you hear about us?,Dari mana Anda mendengar tentang kami?
Work,Bekerja
Work Environment,Lingkungan Kerja
Work Experience,Pengalaman Kerja
Work Experience Details,Detail Pengalaman Kerja
Work Mode,Modus Kerja
Write a Review,Tulis Ulasan
Write your answer here,Tulis jawaban Anda di sini
Yellow,Kuning
You are already certified for this course. Click on the card below to open your certificate.,Anda sudah tersertifikasi untuk kursus ini. Klik pada kartu di bawah untuk membuka sertifikat Anda.
You are already enrolled for this batch.,Anda sudah terdaftar untuk angkatan ini.
You are already enrolled for this course.,Anda sudah terdaftar untuk kursus ini.
You are not authorized to view the assessments of this batch.,Anda tidak berwenang untuk melihat penilaian batch ini.
You are not authorized to view the chart data of this batch.,Anda tidak berwenang untuk melihat data grafik kumpulan ini.
You are not authorized to view the details of this program.,Anda tidak berwenang untuk melihat rincian program ini.
You are not authorized to view the discussion replies for this topic.,Anda tidak berwenang melihat balasan diskusi untuk topik ini.
You are not authorized to view the discussion topics for this item.,Anda tidak berwenang melihat topik diskusi untuk item ini.
You are not authorized to view the question details.,Anda tidak berwenang melihat detail pertanyaan.
You are not authorized to view the students of this batch.,Anda tidak berwenang melihat siswa angkatan ini.
You are not enrolled in this course.,Anda tidak terdaftar dalam kursus ini.
You are not enrolled in this course. Please enroll to access this lesson.,Anda tidak terdaftar dalam kursus ini. Silakan mendaftar untuk mengakses pelajaran ini.
You are not permitted to access this page.,Anda tidak diizinkan mengakses halaman ini.
You can also copy-paste following link in your browser,Anda juga dapat menyalin-menempelkan tautan berikut di browser Anda
"You can do better,","Anda bisa melakukan lebih baik,"
You can find their resume attached to this email.,Anda dapat menemukan resume mereka terlampir di email ini.
You cannot change the availability when the site is being updated.,Anda tidak dapat mengubah ketersediaan saat situs sedang diperbarui.
You cannot change the roles in read-only mode.,Anda tidak dapat mengubah peran dalam mode baca-saja.
You cannot enroll in an unpublished course.,Anda tidak dapat mendaftar pada kursus yang tidak dipublikasikan.
You cannot enroll in an unpublished program.,Anda tidak dapat mendaftar di program yang tidak dipublikasikan.
You cannot enroll in this course as self-learning is disabled. Please contact the Administrator.,Anda tidak dapat mendaftar di kursus ini karena pembelajaran mandiri dinonaktifkan. Silakan hubungi Administrator.
You cannot schedule evaluations for past slots.,Anda tidak dapat menjadwalkan evaluasi untuk slot sebelumnya.
You do not have access to this batch.,Anda tidak memiliki akses ke kumpulan ini.
You do not have access to this course.,Anda tidak memiliki akses ke kursus ini.
You do not have permission to access announcements for this batch.,Anda tidak memiliki izin untuk mengakses pengumuman untuk batch ini.
You do not have permission to access badges.,Anda tidak memiliki izin untuk mengakses lencana.
You do not have permission to access heatmap data.,Anda tidak memiliki izin untuk mengakses data peta panas.
You do not have permission to access lesson completion stats.,Anda tidak memiliki izin untuk mengakses statistik penyelesaian pelajaran.
You do not have permission to access this course's assessment data.,Anda tidak memiliki izin untuk mengakses data penilaian kursus ini.
You do not have permission to access this course's progress data.,Anda tidak memiliki izin untuk mengakses data kemajuan kursus ini.
You do not have permission to access this page.,Anda tidak memiliki izin untuk mengakses halaman ini.
You do not have permission to cancel this evaluation.,Anda tidak memiliki izin untuk membatalkan evaluasi ini.
You do not have permission to create a live class.,Anda tidak memiliki izin untuk membuat kelas langsung.
You do not have permission to delete this batch.,Anda tidak memiliki izin untuk menghapus kumpulan ini.
You do not have permission to delete this chapter.,Anda tidak memiliki izin untuk menghapus bab ini.
You do not have permission to delete this course.,Anda tidak mempunyai izin untuk menghapus kursus ini.
You do not have permission to delete this lesson.,Anda tidak memiliki izin untuk menghapus pelajaran ini.
You do not have permission to modify this chapter.,Anda tidak memiliki izin untuk mengubah bab ini.
You do not have permission to modify this lesson.,Anda tidak memiliki izin untuk mengubah pelajaran ini.
You do not have permission to modify this role.,Anda tidak memiliki izin untuk mengubah peran ini.
You do not have permission to send confirmation emails for this enrollment.,Anda tidak memiliki izin untuk mengirim email konfirmasi untuk pendaftaran ini.
You do not have permission to set up calendar events for this evaluation.,Anda tidak memiliki izin untuk menyiapkan acara kalender untuk evaluasi ini.
You do not have permission to update meta tags.,Anda tidak memiliki izin untuk memperbarui tag meta.
You do not have permission to update this submission.,Anda tidak memiliki izin untuk memperbarui kiriman ini.
You don't have any notifications.,Anda tidak mendapat notifikasi apa pun.
You have a live class scheduled tomorrow. Please be prepared and be on time for the session.,Anda memiliki jadwal kelas langsung besok. Harap bersiap dan datang tepat waktu untuk sesi ini.
You have already applied for this job.,Anda sudah melamar pekerjaan ini.
You have already exceeded the maximum number of attempts allowed for this quiz.,Anda telah melampaui jumlah percobaan maksimum yang diperbolehkan untuk kuis ini.
You have already purchased the certificate for this course.,Anda telah membeli sertifikat untuk kursus ini.
You have already reviewed this course,Anda telah meninjau kursus ini
You have applied,Anda telah melamar
You have been enrolled in this batch,Anda telah terdaftar dalam angkatan ini
You have been enrolled in this course,Anda telah terdaftar dalam kursus ini
You have not completed the course yet.,Anda belum menyelesaikan kursus.
You have not received any certificates yet.,Anda belum menerima sertifikat apa pun.
You have opted to be notified for this course. You will receive an email when the course becomes available.,Anda telah memilih untuk diberitahu untuk kursus ini. Anda akan menerima email saat kursus tersedia.
You must be a Moderator or Batch Evaluator to enroll users in a batch.,Anda harus menjadi Moderator atau Evaluator Batch untuk mendaftarkan pengguna dalam suatu batch.
You must be an Admin to assign badges to users.,Anda harus menjadi Admin untuk menetapkan lencana kepada pengguna.
You must be enrolled in the course to submit a review,Anda harus terdaftar dalam kursus untuk mengirimkan ulasan
You need to complete the payment for this course before enrolling.,Anda harus menyelesaikan pembayaran untuk kursus ini sebelum mendaftar.
You need to login first to enroll for this course,Anda harus login terlebih dahulu untuk mendaftar kursus ini
"You rock,","Kamu keren,"
You will have to complete the quiz to continue the video,Anda harus menyelesaikan kuis untuk melanjutkan video
You've applied to become a mentor for this course. Your request is currently under review.,Anda telah melamar menjadi mentor untuk kursus ini. Permintaan Anda sedang ditinjau.
You've successfully submitted the assignment.,Anda telah berhasil mengirimkan tugas.
YouTube Video URL,URL Video YouTube
YouTube Video will appear at the top of the lesson.,Video YouTube akan muncul di bagian atas pelajaran.
Your Account has been successfully created!,Akun Anda telah berhasil dibuat!
Your Output,Keluaran Anda
Your browser does not support the video tag.,Browser Anda tidak mendukung tag video.
Your calendar is set.,Kalender Anda sudah diatur.
Your evaluation slot has been booked,Slot evaluasi Anda telah dipesan
"Your learning streak counts the number of days in a row you’ve kept up your learning, whether it’s a lesson, quiz, or assignment. Don’t worry, weekends don’t break your streak.","Prestasi belajar Anda menghitung jumlah hari berturut-turut Anda terus belajar, baik itu pelajaran, kuis, atau tugas. Jangan khawatir, akhir pekan tidak akan merusak rekor Anda."
Your request to join us as a mentor for the course,Permintaan Anda untuk bergabung dengan kami sebagai mentor kursus
"Your submission has been successfully saved. The instructor will review and grade it shortly, and you'll be notified of your final result.","Kiriman Anda telah berhasil disimpan. Instruktur akan segera meninjau dan menilainya, dan Anda akan diberitahu tentang hasil akhir Anda."
Zen Mode,Modus Zen
Zoom,Perbesar
Zoom Account,Perbesar Akun
Zoom Account created successfully,Akun Zoom berhasil dibuat
Zoom Settings,Pengaturan Zoom
Zoom account deleted successfully,Akun Zoom berhasil dihapus
activities,kegiatan
activity,aktivitas
and,dan
and then 'Add to Home Screen',lalu 'Tambahkan ke Layar Utama'
applicant,pemohon
applicants,pelamar
average rating,peringkat rata-rata
but didn’t complete your payment,tetapi tidak menyelesaikan pembayaran Anda
cancel your application,membatalkan lamaran Anda
certificate,sertifikat
certificates,sertifikat
completed,selesai
course,kursus
courses,kursus
day streak,hari berturut-turut
days,hari
"e.g. IST, UTC, GMT...","misalnya IST, UTC, GMT..."
enrolled student,siswa yang terdaftar
enrolled students,siswa yang terdaftar
evaluation,evaluasi
evaluations,evaluasi
has been,telah
in the last,di yang terakhir
jane@example.com,jane@example.com
lesson,pelajaran
lessons,pelajaran
live class,kelas langsung
live classes,kelas langsung
match,cocok
matches,pertandingan
member,anggota
members,anggota
minutes,menit
of,dari
others,lainnya
question_detail,pertanyaan_detail
rating,peringkat
saving...,penghematan...
students,siswa
that might interest you!,itu mungkin menarik bagi Anda!
to close,untuk menutup
to navigate,untuk menavigasi
to select,untuk memilih
to view your feedback.,untuk melihat masukan Anda.
weeks,minggu
you can,kamu bisa
{0} not found,{0} tidak ditemukan
